,Unnamed: 0,Earmark Description,Location,Amount,Administering State Agency,State Agency Contact,Account Number,Earmark Language,Agency,Categories,Health,Housing,Food,Arts,Construction,Economic,Education,Environment,Essential Services,Equality,Events,Historical,Human Services,Mental Health,Occupational,Recreation,Rehabilitation,Religious,Transport,Technology,Youth Programs,Accessibility,Maintenance,Research,amdt_match
764,764,Town of Natick Human Services Study,Natick,150000,ANF - Executive Office For Administration And Finance,daniel.shark@mass.gov,15992058,"provided further, that not less than $150,000 shall be expended for the town of Natick to conduct a study on improving the integration and accessibility of human services in the town",ANF,Research,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Town of Natick Human Services Study
765,765,Town of Natick Website,Natick,200000,DOR - Department Of Revenue,krzywickil@dor.state.ma.us,15992058,"provided, that not less than $200,000 shall be expended for the town of Natick to improve the town’s website, enhance the town’s remote meeting capabilities and provide technological upgrades within the town hall building and other town buildings for remote meetings and remote participation",DOR,"Construction, Technology, Maintenance",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,Town of Natick Website
766,766,Town of Russell Street Improvements,Russell,50000,ANF - Executive Office For Administration And Finance,daniel.shark@mass.gov,15992058,"provided further, that not less than $50,000 shall be expended for street improvements in the town of Russell",ANF,"Recreation, Maintenance",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,Town of Russell Street Improvements
767,767,Town of Westminster Generators,Westminster,100000,DHCD - Dept Of Housing And Community Development,alain.fabo@mass.gov,70049318,"provided further, that not less than $100,000 shall be expended to purchase 1 generator for the department of public works and 1 generator for the senior center in Westminster for use in an emergency shelter in the event of a power outage to prevent any gaps in services to the community",DHC,"Occupational, Human Services, Health",True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,Town of Westminster Generators
768,768,Town of Winthrop Public Safety/Public Health Facility Design,Winthrop,50000,DHCD - Dept Of Housing And Community Development,alain.fabo@mass.gov,70049318,"provided further, that not less than $50,000 shall be expended for the town of Winthrop for the design and engineering of a new combined public health and public safety facility",DHC,"Human Services, Research, Health",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,Town of Winthrop Public Safety/Public Health Facility Design
769,769,Town Parks in Chelmsford,Chelmsford,200000,DCR - Department Of Conservation And Recreation,max.j.tassinari@mass.gov,15992031,"provided further, that not less than $200,000 shall be expended for parks in the town of Chelmsford",DCR,Recreation,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Town Parks in Chelmsford
770,770,Townsend Gazebo,Townsend,50000,ANF - Executive Office For Administration And Finance,daniel.shark@mass.gov,15992058,"provided further, that not less than $50,000 shall be expended for the renovation of the town common gazebo in the town of Townsend",ANF,"Economic, Maintenance",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Townsend Gazebo
771,771,Town-Wide Tree Planting in Wakefield,Wakefield,75000,DCR - Department Of Conservation And Recreation,max.j.tassinari@mass.gov,15992031,"provided further, that not less than $75,000 shall be expended for the town of Wakefield for tree planting efforts in response to the damage caused by the microburst storm",DCR,"Recreation, Research, Human Services, Environment",False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,Town-Wide Tree Planting in Wakefield
772,772,Transition House in Cambridge,Cambridge,50000,EHS - Executive Office Of Health And Human Services,Thomas.Statuto@mass.gov,40000013,"provided further, that not less than $50,000 shall be expended to Transition House, Inc. in the city of Cambridge",EHS,"Human Services, Rehabilitation",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,Transition House in Cambridge
773,773,"Translation, Civic Engagement and Participation Fund for the Town of Amherst",Amherst,80000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,15992043,"provided further, that not less than $80,000 shall be expended to the town of Amherst to support translation services, promote engagement and inclusion, and facilitate participation in civic activities for BIPOC and ESL communities",HED,Human Services,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"Translation, Civic Engagement and Participation Fund for the Town of Amherst"
774,774,Transportation for Veterans' Treatment Courts,Boston,500000,EHS - Executive Office Of Health And Human Services,Thomas.Statuto@mass.gov,40000013,"provided further, that not less than $500,000 shall be expended to establish and expand transportation services for participants in veterans' treatment courts to remove barriers to such programs",EHS,"Transport, Equality",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Transportation for Veterans' Treatment Courts
775,775,Tree Cover on Gallivan Boulevard Median,Boston,50000,DCR - Department Of Conservation And Recreation,max.j.tassinari@mass.gov,15992031,"provided further, than not less than $50,000 shall be expended for urban greening through tree cover on the Gallivan boulevard median from Neponset circle to Dorchester avenue in the Dorchester section of the city of Boston",DCR,"Arts, Recreation",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Tree Cover on Gallivan Boulevard Median
776,776,Treehouse Foundation,Easthampton,2000000,EHS - Executive Office Of Health And Human Services,Thomas.Statuto@mass.gov,40000013,"provided further, that not less than $2,000,000 shall be expended for the expansion of the TreeHouse Foundation, Inc. across the commonwealth",EHS,Recreation,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Treehouse Foundation
777,777,Tri-Town Water Treatment Plant Design and Construction,Randolph,400000,DEP - Department Of Environmental Protection,steven.mccurdy@mass.gov,15992032,"provided further, that not less than $400,000 shall be expended for the town of Randolph toward design and construction of the Tri-Town Regional water treatment plant",DEP,"Construction, Research, Environment, Historical",False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,Tri-Town Water Treatment Plant Design and Construction
778,778,Tyngsborough Public Works Facility Improvements,Tyngsborough,100000,ANF - Executive Office For Administration And Finance,daniel.shark@mass.gov,15992058,"provided further, that $100,000 shall be expended to the town of Tyngsborough for public works facility improvements",ANF,"Occupational, Maintenance",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,Tyngsborough Public Works Facility Improvements
779,779,UMass Amherst Mount Ida Campus Veterinary Clinic,Newton,102000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,15992043,"provided further, that not less than $102,000 shall be expended to the University of Massachusetts at Amherst to establish a community veterinary clinic for low income pet owners, located at the Mount Ida Campus in Newton",HED,Human Services,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,UMass Amherst Mount Ida Campus Veterinary Clinic
