,Unnamed: 0,Earmark Description,Location,Amount,Administering State Agency,State Agency Contact,Account Number,Earmark Language,Agency,Categories,Health,Housing,Food,Arts,Construction,Economic,Education,Environment,Essential Services,Equality,Events,Historical,Human Services,Mental Health,Occupational,Recreation,Rehabilitation,Religious,Transport,Technology,Youth Programs,Accessibility,Maintenance,Research,amdt_match,Amendment No.,Title,Sponsor,Subject,Consolidated Amendment,Status
288,816,Wellesley Housing Authority Stair Replacement,Wellesley,60000,DHCD - Dept Of Housing And Community Development,alain.fabo@mass.gov,70049318,"provided further, that not less than $60,000 shall be expended to the Wellesley Housing Authority for stair replacement at 50 Waldo court in the town of Wellesley",DHC,"Housing, Maintenance",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Wellesley Housing Authority Stair Replacement,674-R1,Wellesley Housing Authority Stair Replacement,"Creem, Cynthia Stone (SEN)",Local,Yes Bundle 3,Adopted
289,818,Wellesley Safe Routes to School,Wellesley,50000,DOT - Massachusetts Department Of Transportation,jon.lenicheck@dot.state.ma.us,15992058,"provided further, that $50,000 shall be expended to the town of Wellesley for the preparation of a master safe routes to school plan",DOT,"Transport, Research, Education",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,Wellesley Safe Routes to School,675,Wellesley Safe Routes to School,"Creem, Cynthia Stone (SEN)",Local,Yes Bundle 3,Adopted
290,823,West of the River Chamber of Commerce,Montgomery,50000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,70022023,"provided further, that not less than $50,000 shall be expended to the West of the River Chamber of Commerce, Inc.",HED,Economic,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,West of the River Chamber of Commerce,688-R1,West of the River Chamber of Commerce,"Velis, John C. (SEN)",Local,Yes Bundle 3,Adopted
291,829,Western Massachusetts Tourism Promotion,Springfield,100000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,15992043,"provided further, that not less than $100,000 shall be expended for the Greater Springfield Convention and Visitors Bureau, Inc. to market and promote the Pioneer Valley of Hampden, Hampshire and Franklin counties’ in-state tourism and visits from New York, New Jersey and other New England states, with a focus on small and local businesses that have been adversely impacted by travel disruptions from the 2019 novel coronavirus pandemic",MMP,"Economic, Transport",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Western Massachusetts Tourism Promotion,922,Western Massachusetts Tourism Promotion,"Finn, Michael J. (HOU)",Economic Development,D,Consolidated
292,831,Westfield Food Pantry,Westfield,25000,MDAR - Department Of Agricultural Resources,cullen.roberts2@mass.gov,15992050,"provided further, that not less than $25,000 shall be expended to the Westfield Food Pantry to help alleviate the rise of food insecurity due to the COVID-19 pandemic",MDA,"Food, Health",True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Westfield Food Pantry,689,Westfield Food Pantry,"Velis, John C. (SEN)",Local,Yes Bundle 3,Adopted
293,832,Westfield Senior Center,Westfield,100000,EHS - Executive Office Of Health And Human Services,Thomas.Statuto@mass.gov,40000013,"provided further, that not less $100,000 shall be expended to the Westfield Senior Center for renovations and new furniture",EHS,"Human Services, Maintenance",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,Westfield Senior Center,683,Westfield Senior Center,"Velis, John C. (SEN)",Local,Yes Bundle 3,Adopted
294,833,Westfield State University Dr. Nettie Stevens Science and Innovation Center,Westfield,50000,DHE - Department Of Higher Education,JWallerstein@dhe.mass.edu,70100013,"provided further, that not less $50,000 shall be expended to Westfield State University for new equipment at the Dr. Nettie Stevens Science and Innovation Center",DHE,Research,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Westfield State University Dr. Nettie Stevens Science and Innovation Center,720,Westfield State University Dr. Nettie Stevens Science and Innovation Center,"Velis, John C. (SEN)",Local,Yes Bundle 3,Adopted
295,834,Westwood Conservation Land,Westwood,50000,DCR - Department Of Conservation And Recreation,max.j.tassinari@mass.gov,28000111,"provided further, that not less than $50,000 shall be expended to the town of Westwood for preservation and maintenance of town conservation land",DCR,"Environment, Maintenance",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Westwood Conservation Land,625,Westwood Conservation Land,"Rush, Michael F. (SEN)",Local,Yes Bundle 3,Adopted
296,836,Weymouth Food Pantry,Weymouth,100000,MDAR - Department Of Agricultural Resources,cullen.roberts2@mass.gov,15992050,"provided further, that not less than $100,000 shall be expended for the Weymouth Food Pantry to address food insecurities in the city of Weymouth",MDA,Food,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Weymouth Food Pantry,549,Weymouth Food Pantry,"Murphy, James M. (HOU)",Food Security,A,Consolidated
297,840,William James Behavioral Health Workforce Development Center,Newton,500000,EHS - Executive Office Of Health And Human Services,Thomas.Statuto@mass.gov,15992026,"provided further, that not less than $500,000 shall be expended to William James College to develop a behavioral health workforce development center to retain and develop the culturally diverse, experienced, behavioral health workforce that cares for underserved communities in the commonwealth, and to train a cohort of K-12 experts in school climate, including teachers and administrators, to create inclusive, behaviorally healthy school environments that foster psychological health, social development, diversity and inclusion for children",EHS,"Youth Programs, Transport, Equality, Arts, Occupational, Environment, Education, Health",True,False,False,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,William James Behavioral Health Workforce Development Center,518,William James Behavioral Health Workforce Development Center,"Balser, Ruth B. (HOU)",Health and Human Services,B,Consolidated
298,841,Willow Park Feasibility Study,Watertown,57000,DHCD - Dept Of Housing And Community Development,alain.fabo@mass.gov,70049318,"provided further, that not less than $57,000 shall be expended to the Watertown housing authority to conduct a feasibility study of the redevelopment of Willow Park, a family public housing development in the city of Watertown",DHC,"Housing, Recreation, Research, Human Services, Environment",False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,Willow Park Feasibility Study,214,Willow Park Feasibility Study,"Owens, Steven C. (HOU)",Housing,A,Consolidated
299,842,Wilmington Andover Street Pedestrian Safety and Stormwater Improvements,Wilmington,50000,DHCD - Dept Of Housing And Community Development,alain.fabo@mass.gov,70049318,"provided further, that not less than $50,000 shall be expended for the town of Wilmington to support the expansion of sidewalks and associated stormwater runoff infrastructure in the Andover street area",DHC,"Recreation, Maintenance, Environment",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,Wilmington Andover Street Pedestrian Safety and Stormwater Improvements,625,Wilmington Andover Street Pedestrian Safety and Stormwater Improvements,"Robertson, David Allen (HOU)",Housing,A,Consolidated
300,844,Wilmington Senior Housing Handicap Accessibility and Building Repairs,Wilmington,200000,DHCD - Dept Of Housing And Community Development,alain.fabo@mass.gov,70049318,"provided further, that not less than $200,000 shall be expended for the town of Wilmington to support the redesign and repaving of the Deming Way senior housing parking access and sidewalks to increase handicap-accessibility and for repairs and upgrades to the state and federally funded municipal housing",DHC,"Housing, Maintenance, Construction, Recreation, Accessibility, Human Services, Research",False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,True,Wilmington Senior Housing Handicap Accessibility and Building Repairs,619,Wilmington Senior Housing Handicap Accessibility and Building Repairs,"Robertson, David Allen (HOU)",Housing,A,Consolidated
301,845,Winchester Affordable Housing Trust Fund,Winchester,150000,DHCD - Dept Of Housing And Community Development,alain.fabo@mass.gov,70049318,"provided further, that not less than $150,000 shall be expended to the town of Winchester’s affordable housing trust fund",DHC,Housing,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Winchester Affordable Housing Trust Fund,968,Winchester Affordable Housing Trust Fund,"Day, Michael S. (HOU)",Housing,A,Consolidated
302,848,Woburn Downtown Recovery Support,Woburn,125000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,15992043,"provided further, that not less than $125,000 shall be expended to the city of Woburn to implement the recommendations of the city of Woburn’s report from the Massachusetts Downtown Initiative Local Rapid Recovery Program, which is designed to assist downtowns’ plan for a future beyond the economic challenges of the 2019 novel coronavirus pandemic and further support economic recovery efforts in support of its small businesses",HED,"Economic, Transport, Research",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,Woburn Downtown Recovery Support,979,Woburn Downtown Recovery Support,"Haggerty, Richard M. (HOU)",Economic Development,D,Consolidated
